job_posting_id,rank,job_role_id,score,job_role_name,large_category,mid_category,small_category
337981,3,20010707,0.5222525000572205,생성형AI엔지니어링,정보통신,정보기술,인공지능
338042,1,20010706,0.6223692893981934,인공지능학습데이터구축,정보통신,정보기술,인공지능
338042,2,20010701,0.5823322534561157,인공지능플랫폼구축,정보통신,정보기술,인공지능
338042,3,20010707,0.5689507126808167,생성형AI엔지니어링,정보통신,정보기술,인공지능
338044,1,20010707,0.7064992189407349,생성형AI엔지니어링,정보통신,정보기술,인공지능
338044,2,20010706,0.696922242641449,인공지능학습데이터구축,정보통신,정보기술,인공지능
338044,3,20010701,0.675078272819519,인공지능플랫폼구축,정보통신,정보기술,인공지능
338308,1,20010706,0.781745195388794,인공지능학습데이터구축,정보통신,정보기술,인공지능
338308,2,20010701,0.707750141620636,인공지능플랫폼구축,정보통신,정보기술,인공지능
338308,3,20010703,0.7037831544876099,인공지능모델링,정보통신,정보기술,인공지능
338500,1,20010706,0.6690073609352112,인공지능학습데이터구축,정보통신,정보기술,인공지능
338500,2,20010703,0.6250649690628052,인공지능모델링,정보통신,정보기술,인공지능
338500,3,20010704,0.5971461534500122,인공지능서비스운영관리,정보통신,정보기술,인공지능
339129,1,20010705,0.6448490619659424,인공지능서비스구현,정보통신,정보기술,인공지능
339129,2,20010701,0.644836962223053,인공지능플랫폼구축,정보통신,정보기술,인공지능
339129,3,20010702,0.6424868106842041,인공지능서비스기획,정보통신,정보기술,인공지능
339441,1,20010706,0.4761451482772827,인공지능학습데이터구축,정보통신,정보기술,인공지능
339441,2,20010703,0.4514818787574768,인공지능모델링,정보통신,정보기술,인공지능
339441,3,20010707,0.4264090359210968,생성형AI엔지니어링,정보통신,정보기술,인공지능
340061,1,20010706,0.7011722326278687,인공지능학습데이터구축,정보통신,정보기술,인공지능
340061,2,20010703,0.6745721101760864,인공지능모델링,정보통신,정보기술,인공지능
340061,3,20010702,0.6574441194534302,인공지능서비스기획,정보통신,정보기술,인공지능
340291,1,20010706,0.7338818907737732,인공지능학습데이터구축,정보통신,정보기술,인공지능
340291,2,20010707,0.6755129098892212,생성형AI엔지니어링,정보통신,정보기술,인공지능
340291,3,20010703,0.6645493507385254,인공지능모델링,정보통신,정보기술,인공지능
340342,1,20010706,0.4580909311771393,인공지능학습데이터구축,정보통신,정보기술,인공지능
340342,2,20010707,0.38353231549263,생성형AI엔지니어링,정보통신,정보기술,인공지능
340342,3,20010703,0.3318212628364563,인공지능모델링,정보통신,정보기술,인공지능
340343,1,20010706,0.5767533183097839,인공지능학습데이터구축,정보통신,정보기술,인공지능
340343,2,20010707,0.558281660079956,생성형AI엔지니어링,정보통신,정보기술,인공지능
340343,3,20010703,0.49743032455444336,인공지능모델링,정보통신,정보기술,인공지능
340631,1,20010706,0.5899194478988647,인공지능학습데이터구축,정보통신,정보기술,인공지능
340631,2,20010703,0.5607606172561646,인공지능모델링,정보통신,정보기술,인공지능
340631,3,20010704,0.5570167303085327,인공지능서비스운영관리,정보통신,정보기술,인공지능
340936,1,20010701,0.7469057440757751,인공지능플랫폼구축,정보통신,정보기술,인공지능
340936,2,20010705,0.7122673988342285,인공지능서비스구현,정보통신,정보기술,인공지능
340936,3,20010707,0.6966561079025269,생성형AI엔지니어링,정보통신,정보기술,인공지능
K131212601230044,1,20010706,0.6772469282150269,인공지능학습데이터구축,정보통신,정보기술,인공지능
K131212601230044,2,20010703,0.6461161375045776,인공지능모델링,정보통신,정보기술,인공지능
K131212601230044,3,20010707,0.6332982182502747,생성형AI엔지니어링,정보통신,정보기술,인공지능
K162212601190005,1,20010706,0.6104307174682617,인공지능학습데이터구축,정보통신,정보기술,인공지능
K162212601190005,2,20010703,0.6055002212524414,인공지능모델링,정보통신,정보기술,인공지능
K162212601190005,3,20010701,0.5847427845001221,인공지능플랫폼구축,정보통신,정보기술,인공지능
00171097,1,20010706,0.6488733291625977,인공지능학습데이터구축,정보통신,정보기술,인공지능
00171097,2,20010707,0.6411166787147522,생성형AI엔지니어링,정보통신,정보기술,인공지능
00171097,3,20010701,0.6306297183036804,인공지능플랫폼구축,정보통신,정보기술,인공지능
151639,1,20010706,0.5722972750663757,인공지능학습데이터구축,정보통신,정보기술,인공지능
151639,2,20010707,0.5472080707550049,생성형AI엔지니어링,정보통신,정보기술,인공지능
151639,3,20010703,0.5431931018829346,인공지능모델링,정보통신,정보기술,인공지능
151961,1,20010706,0.7247639298439026,인공지능학습데이터구축,정보통신,정보기술,인공지능
151961,2,20010705,0.7148748636245728,인공지능서비스구현,정보통신,정보기술,인공지능
151961,3,20010703,0.713882565498352,인공지능모델링,정보통신,정보기술,인공지능
2000001249694,1,20010701,0.6020823121070862,인공지능플랫폼구축,정보통신,정보기술,인공지능
2000001249694,2,20010707,0.5711365342140198,생성형AI엔지니어링,정보통신,정보기술,인공지능
2000001249694,3,20010706,0.5707588195800781,인공지능학습데이터구축,정보통신,정보기술,인공지능
216010,1,20010706,0.7077333331108093,인공지능학습데이터구축,정보통신,정보기술,인공지능
216010,2,20010703,0.6988492012023926,인공지능모델링,정보통신,정보기술,인공지능
216010,3,20010707,0.6833885908126831,생성형AI엔지니어링,정보통신,정보기술,인공지능
226037,1,20010706,0.36584892868995667,인공지능학습데이터구축,정보통신,정보기술,인공지능
226037,2,20010703,0.3397355079650879,인공지능모델링,정보통신,정보기술,인공지능
226037,3,20010701,0.3155045211315155,인공지능플랫폼구축,정보통신,정보기술,인공지능
254599,1,20010706,0.7156512141227722,인공지능학습데이터구축,정보통신,정보기술,인공지능
254599,2,20010701,0.6898534297943115,인공지능플랫폼구축,정보통신,정보기술,인공지능
254599,3,20010707,0.6571828126907349,생성형AI엔지니어링,정보통신,정보기술,인공지능
259098,1,20010707,0.6749860048294067,생성형AI엔지니어링,정보통신,정보기술,인공지능
259098,2,20010703,0.6429252624511719,인공지능모델링,정보통신,정보기술,인공지능
259098,3,20010706,0.63847815990448,인공지능학습데이터구축,정보통신,정보기술,인공지능
2601280003945,1,20010707,0.6519433259963989,생성형AI엔지니어링,정보통신,정보기술,인공지능
2601280003945,2,20010706,0.6474704742431641,인공지능학습데이터구축,정보통신,정보기술,인공지능
2601280003945,3,20010701,0.6276708245277405,인공지능플랫폼구축,정보통신,정보기술,인공지능
2602120000961,1,20010706,0.5645299553871155,인공지능학습데이터구축,정보통신,정보기술,인공지능
2602120000961,2,20010703,0.5458791851997375,인공지능모델링,정보통신,정보기술,인공지능
2602120000961,3,20010707,0.540643036365509,생성형AI엔지니어링,정보통신,정보기술,인공지능
2602120000965,1,20010707,0.5092911720275879,생성형AI엔지니어링,정보통신,정보기술,인공지능
2602120000965,2,20010706,0.5015497207641602,인공지능학습데이터구축,정보통신,정보기술,인공지능
2602120000965,3,20010703,0.4729538857936859,인공지능모델링,정보통신,정보기술,인공지능
302164,1,20010706,0.6789608001708984,인공지능학습데이터구축,정보통신,정보기술,인공지능
302164,2,20010703,0.6763103604316711,인공지능모델링,정보통신,정보기술,인공지능
302164,3,20010701,0.6701658964157104,인공지능플랫폼구축,정보통신,정보기술,인공지능
319759,1,20010707,0.6783531308174133,생성형AI엔지니어링,정보통신,정보기술,인공지능
319759,2,20010701,0.6504033803939819,인공지능플랫폼구축,정보통신,정보기술,인공지능
319759,3,20010706,0.6348068714141846,인공지능학습데이터구축,정보통신,정보기술,인공지능
321639,1,20010703,0.6212266087532043,인공지능모델링,정보통신,정보기술,인공지능
321639,2,20010706,0.601352334022522,인공지능학습데이터구축,정보통신,정보기술,인공지능
321639,3,20010705,0.5802174210548401,인공지능서비스구현,정보통신,정보기술,인공지능
325530,1,20010706,0.7379106283187866,인공지능학습데이터구축,정보통신,정보기술,인공지능
325530,2,20010707,0.705394446849823,생성형AI엔지니어링,정보통신,정보기술,인공지능
325530,3,20010703,0.7038934826850891,인공지능모델링,정보통신,정보기술,인공지능
326661,1,20010706,0.5579633712768555,인공지능학습데이터구축,정보통신,정보기술,인공지능
326661,2,20010703,0.495744913816452,인공지능모델링,정보통신,정보기술,인공지능
326661,3,20010705,0.4694373309612274,인공지능서비스구현,정보통신,정보기술,인공지능
330897,1,20010706,0.6958612203598022,인공지능학습데이터구축,정보통신,정보기술,인공지능
330897,2,20010704,0.6307927966117859,인공지능서비스운영관리,정보통신,정보기술,인공지능
330897,3,20010701,0.6056415438652039,인공지능플랫폼구축,정보통신,정보기술,인공지능
331952,1,20010706,0.6981700658798218,인공지능학습데이터구축,정보통신,정보기술,인공지능
331952,2,20010703,0.635382890701294,인공지능모델링,정보통신,정보기술,인공지능
331952,3,20010701,0.5867022275924683,인공지능플랫폼구축,정보통신,정보기술,인공지능
333981,1,20010706,0.6631305813789368,인공지능학습데이터구축,정보통신,정보기술,인공지능
333981,2,20010701,0.6055483222007751,인공지능플랫폼구축,정보통신,정보기술,인공지능
333981,3,20010705,0.5714254379272461,인공지능서비스구현,정보통신,정보기술,인공지능
335989,1,20010706,0.6295009851455688,인공지능학습데이터구축,정보통신,정보기술,인공지능
335989,2,20010703,0.5501532554626465,인공지능모델링,정보통신,정보기술,인공지능
335989,3,20010707,0.5307971835136414,생성형AI엔지니어링,정보통신,정보기술,인공지능
336532,1,20010706,0.5776105523109436,인공지능학습데이터구축,정보통신,정보기술,인공지능
336532,2,20010704,0.535179078578949,인공지능서비스운영관리,정보통신,정보기술,인공지능
336532,3,20010705,0.5190209150314331,인공지능서비스구현,정보통신,정보기술,인공지능
336877,1,20010706,0.6078959703445435,인공지능학습데이터구축,정보통신,정보기술,인공지능
336877,2,20010707,0.5877784490585327,생성형AI엔지니어링,정보통신,정보기술,인공지능
336877,3,20010703,0.5714502930641174,인공지능모델링,정보통신,정보기술,인공지능
337982,1,20010706,0.5800918340682983,인공지능학습데이터구축,정보통신,정보기술,인공지능
337982,2,20010707,0.5288550853729248,생성형AI엔지니어링,정보통신,정보기술,인공지능
337982,3,20010703,0.519277811050415,인공지능모델링,정보통신,정보기술,인공지능
338649,1,20010706,0.6858934164047241,인공지능학습데이터구축,정보통신,정보기술,인공지능
338649,2,20010703,0.6263505220413208,인공지능모델링,정보통신,정보기술,인공지능
338649,3,20010707,0.611770510673523,생성형AI엔지니어링,정보통신,정보기술,인공지능
338740,1,20010701,0.6936086416244507,인공지능플랫폼구축,정보통신,정보기술,인공지능
338740,2,20010703,0.6606405973434448,인공지능모델링,정보통신,정보기술,인공지능
338740,3,20010702,0.6516823172569275,인공지능서비스기획,정보통신,정보기술,인공지능
339810,1,20010706,0.6735955476760864,인공지능학습데이터구축,정보통신,정보기술,인공지능
339810,2,20010707,0.5893389582633972,생성형AI엔지니어링,정보통신,정보기술,인공지능
339810,3,20010701,0.5794163942337036,인공지능플랫폼구축,정보통신,정보기술,인공지능
340436,1,20010706,0.6583366394042969,인공지능학습데이터구축,정보통신,정보기술,인공지능
340436,2,20010705,0.6214276552200317,인공지능서비스구현,정보통신,정보기술,인공지능
340436,3,20010703,0.6056468486785889,인공지능모델링,정보통신,정보기술,인공지능
341889,1,20010703,0.7218533158302307,인공지능모델링,정보통신,정보기술,인공지능
341889,2,20010706,0.7185812592506409,인공지능학습데이터구축,정보통신,정보기술,인공지능
341889,3,20010704,0.6938344240188599,인공지능서비스운영관리,정보통신,정보기술,인공지능
50277435,1,20010707,0.7072654366493225,생성형AI엔지니어링,정보통신,정보기술,인공지능
50277435,2,20010706,0.6793792247772217,인공지능학습데이터구축,정보통신,정보기술,인공지능
50277435,3,20010703,0.6555553674697876,인공지능모델링,정보통신,정보기술,인공지능
50362502,1,20010706,0.6598865985870361,인공지능학습데이터구축,정보통신,정보기술,인공지능
50362502,2,20010703,0.6461742520332336,인공지능모델링,정보통신,정보기술,인공지능
50362502,3,20010707,0.633927583694458,생성형AI엔지니어링,정보통신,정보기술,인공지능
52748998,1,20010703,0.1746387481689453,인공지능모델링,정보통신,정보기술,인공지능
52748998,2,20010706,0.14273826777935028,인공지능학습데이터구축,정보통신,정보기술,인공지능
52748998,3,20010705,0.12966428697109222,인공지능서비스구현,정보통신,정보기술,인공지능
52892329,1,20010701,0.6478649377822876,인공지능플랫폼구축,정보통신,정보기술,인공지능
52892329,2,20010707,0.6364397406578064,생성형AI엔지니어링,정보통신,정보기술,인공지능
52892329,3,20010706,0.6027956008911133,인공지능학습데이터구축,정보통신,정보기술,인공지능
53000602,1,20010706,0.6806508302688599,인공지능학습데이터구축,정보통신,정보기술,인공지능
53000602,2,20010701,0.6607710123062134,인공지능플랫폼구축,정보통신,정보기술,인공지능
53000602,3,20010703,0.6170621514320374,인공지능모델링,정보통신,정보기술,인공지능
53058108,1,20010706,0.6124341487884521,인공지능학습데이터구축,정보통신,정보기술,인공지능
53058108,2,20010707,0.5743721723556519,생성형AI엔지니어링,정보통신,정보기술,인공지능
53058108,3,20010703,0.5287604928016663,인공지능모델링,정보통신,정보기술,인공지능
53080302,1,20010707,0.5092911720275879,생성형AI엔지니어링,정보통신,정보기술,인공지능
53080302,2,20010706,0.5015497207641602,인공지능학습데이터구축,정보통신,정보기술,인공지능
53080302,3,20010703,0.4729538857936859,인공지능모델링,정보통신,정보기술,인공지능
53080341,1,20010706,0.5636394619941711,인공지능학습데이터구축,정보통신,정보기술,인공지능
53080341,2,20010703,0.5446845293045044,인공지능모델링,정보통신,정보기술,인공지능
53080341,3,20010707,0.5375757217407227,생성형AI엔지니어링,정보통신,정보기술,인공지능
533808,1,20010706,0.6742304563522339,인공지능학습데이터구축,정보통신,정보기술,인공지능
533808,2,20010707,0.6326060891151428,생성형AI엔지니어링,정보통신,정보기술,인공지능
533808,3,20010705,0.6229803562164307,인공지능서비스구현,정보통신,정보기술,인공지능
534774,1,20010706,0.6809487342834473,인공지능학습데이터구축,정보통신,정보기술,인공지능
534774,2,20010701,0.6688706278800964,인공지능플랫폼구축,정보통신,정보기술,인공지능
534774,3,20010707,0.6597732901573181,생성형AI엔지니어링,정보통신,정보기술,인공지능
535275,1,20010706,0.6586606502532959,인공지능학습데이터구축,정보통신,정보기술,인공지능
535275,2,20010703,0.6320043802261353,인공지능모델링,정보통신,정보기술,인공지능
535275,3,20010707,0.5990832448005676,생성형AI엔지니어링,정보통신,정보기술,인공지능
536462,1,20010701,0.6102149486541748,인공지능플랫폼구축,정보통신,정보기술,인공지능
536462,2,20010706,0.5918154120445251,인공지능학습데이터구축,정보통신,정보기술,인공지능
536462,3,20010705,0.5644522905349731,인공지능서비스구현,정보통신,정보기술,인공지능
